plz,kreisid,kreisname
93343,228,Landshut
93345,228,Landshut
84097,228,Landshut
93346,228,Landshut
93309,228,Landshut
93348,228,Landshut
84085,228,Landshut
84048,228,Landshut
93333,228,Landshut
93351,228,Landshut
84094,228,Landshut
93339,228,Landshut
93352,228,Landshut
93342,228,Landshut
93354,228,Landshut
93356,228,Landshut
93358,228,Landshut
84106,228,Landshut
93359,228,Landshut
0,228,Landshut
0,228,Landshut
0,228,Landshut
0,228,Landshut
84166,228,Landshut
84032,228,Landshut
84169,228,Landshut
84171,228,Landshut
84092,228,Landshut
84155,228,Landshut
84172,228,Landshut
84174,228,Landshut
84030,228,Landshut
84057,228,Landshut
84051,228,Landshut
84095,228,Landshut
84141,228,Landshut
84098,228,Landshut
84036,228,Landshut
84088,228,Landshut
84181,228,Landshut
84100,228,Landshut
84101,228,Landshut
84076,228,Landshut
84056,228,Landshut
84184,228,Landshut
84149,228,Landshut
84137,228,Landshut
84186,228,Landshut
84107,228,Landshut
84189,228,Landshut
84079,228,Landshut
94030,229,Passau
94501,229,Passau
94501,229,Passau
94072,229,Passau
94501,229,Passau
94139,229,Passau
94124,229,Passau
94081,229,Passau
94086,229,Passau
94542,229,Passau
94051,229,Passau
94116,229,Passau
94148,229,Passau
94149,229,Passau
94094,229,Passau
94127,229,Passau
94152,229,Passau
94154,229,Passau
94130,229,Passau
94496,229,Passau
94060,229,Passau
94094,229,Passau
94161,229,Passau
94099,229,Passau
94121,229,Passau
94164,229,Passau
94167,229,Passau
94136,229,Passau
94113,229,Passau
94104,229,Passau
94107,229,Passau
94474,229,Passau
94110,229,Passau
94575,229,Passau
94104,229,Passau
84168,230,Rottal-Inn
84175,230,Rottal-Inn
84178,230,Rottal-Inn
84103,230,Rottal-Inn
84175,230,Rottal-Inn
84109,230,Rottal-Inn
84109,230,Rottal-Inn
94424,230,Rottal-Inn
94137,230,Rottal-Inn
84361,230,Rottal-Inn
84378,230,Rottal-Inn
84307,230,Rottal-Inn
84385,230,Rottal-Inn
94140,230,Rottal-Inn
84326,230,Rottal-Inn
84140,230,Rottal-Inn
84552,230,Rottal-Inn
84332,230,Rottal-Inn
84381,230,Rottal-Inn
84387,230,Rottal-Inn
84375,230,Rottal-Inn
84333,230,Rottal-Inn
84323,230,Rottal-Inn
84335,230,Rottal-Inn
84347,230,Rottal-Inn
84389,230,Rottal-Inn
84367,230,Rottal-Inn
84326,230,Rottal-Inn
94439,230,Rottal-Inn
84337,230,Rottal-Inn
84359,230,Rottal-Inn
94166,230,Rottal-Inn
84367,230,Rottal-Inn
84371,230,Rottal-Inn
84339,230,Rottal-Inn
84384,230,Rottal-Inn
84329,230,Rottal-Inn
84367,230,Rottal-Inn
84130,230,Rottal-Inn
94428,230,Rottal-Inn
84160,230,Rottal-Inn
84177,230,Rottal-Inn
94405,230,Rottal-Inn
84180,230,Rottal-Inn
94437,230,Rottal-Inn
84163,230,Rottal-Inn
84152,230,Rottal-Inn
84164,230,Rottal-Inn
84183,230,Rottal-Inn
94431,230,Rottal-Inn
94417,230,Rottal-Inn
94436,230,Rottal-Inn
94522,230,Rottal-Inn
94315,231,Straubing
94250,231,Straubing
93471,231,Straubing
94252,231,Straubing
94253,231,Straubing
94249,231,Straubing
94255,231,Straubing
94256,231,Straubing
94258,231,Straubing
94244,231,Straubing
94239,231,Straubing
94259,231,Straubing
94261,231,Straubing
94262,231,Straubing
94264,231,Straubing
94227,231,Straubing
94265,231,Straubing
94267,231,Straubing
94209,231,Straubing
94269,231,Straubing
94239,231,Straubing
94244,231,Straubing
94234,231,Straubing
94239,231,Straubing
94227,231,Straubing
94345,231,Straubing
94330,231,Straubing
94347,231,Straubing
94348,231,Straubing
94327,231,Straubing
94350,231,Straubing
94351,231,Straubing
94333,231,Straubing
94353,231,Straubing
94354,231,Straubing
94336,231,Straubing
94342,231,Straubing
94356,231,Straubing
94357,231,Straubing
84082,231,Straubing
94339,231,Straubing
94359,231,Straubing
84066,231,Straubing
94553,231,Straubing
94360,231,Straubing
94362,231,Straubing
94559,231,Straubing
94363,231,Straubing
94365,231,Straubing
94374,231,Straubing
94368,231,Straubing
94369,231,Straubing
94371,231,Straubing
94372,231,Straubing
94330,231,Straubing
94379,231,Straubing
94374,231,Straubing
94375,231,Straubing
94377,231,Straubing
94342,231,Straubing
94344,231,Straubing
94336,231,Straubing
92224,232,Amberg
92260,232,Amberg
91275,232,Amberg
92262,232,Amberg
92263,232,Amberg
92265,232,Amberg
92266,232,Amberg
92271,232,Amberg
92272,232,Amberg
92274,232,Amberg
92256,232,Amberg
92242,232,Amberg
92275,232,Amberg
92277,232,Amberg
92278,232,Amberg
92280,232,Amberg
92281,232,Amberg
92245,232,Amberg
92268,232,Amberg
92259,232,Amberg
92284,232,Amberg
92286,232,Amberg
92287,232,Amberg
92253,232,Amberg
92237,232,Amberg
92289,232,Amberg
92249,232,Amberg
91249,232,Amberg
0,232,Amberg
92334,232,Amberg
92348,232,Amberg
92361,232,Amberg
92363,232,Amberg
92364,232,Amberg
92345,232,Amberg
92342,232,Amberg
92366,232,Amberg
92283,232,Amberg
92331,232,Amberg
92360,232,Amberg
92305,232,Amberg
92331,232,Amberg
92367,232,Amberg
92353,232,Amberg
90602,232,Amberg
92369,232,Amberg
92358,232,Amberg
92355,232,Amberg
93019,233,Regensburg
93087,233,Regensburg
93093,233,Regensburg
93089,233,Regensburg
93090,233,Regensburg
93092,233,Regensburg
93176,233,Regensburg
93170,233,Regensburg
93164,233,Regensburg
93180,233,Regensburg
93093,233,Regensburg
93183,233,Regensburg
93095,233,Regensburg
93155,233,Regensburg
93183,233,Regensburg
93183,233,Regensburg
93096,233,Regensburg
93164,233,Regensburg
93138,233,Regensburg
93098,233,Regensburg
93099,233,Regensburg
93073,233,Regensburg
93152,233,Regensburg
93083,233,Regensburg
93080,233,Regensburg
93186,233,Regensburg
93101,233,Regensburg
93102,233,Regensburg
93188,233,Regensburg
93128,233,Regensburg
93104,233,Regensburg
84069,233,Regensburg
93159,233,Regensburg
93104,233,Regensburg
93105,233,Regensburg
93107,233,Regensburg
93173,233,Regensburg
93109,233,Regensburg
93195,233,Regensburg
93197,233,Regensburg
0,233,Regensburg
0,233,Regensburg
93473,234,Schwandorf
93474,234,Schwandorf
93476,234,Schwandorf
93413,234,Schwandorf
93466,234,Schwandorf
93458,234,Schwandorf
93167,234,Schwandorf
93437,234,Schwandorf
93477,234,Schwandorf
93479,234,Schwandorf
93480,234,Schwandorf
93444,234,Schwandorf
93462,234,Schwandorf
93185,234,Schwandorf
93468,234,Schwandorf
93453,234,Schwandorf
93482,234,Schwandorf
93483,234,Schwandorf
93189,234,Schwandorf
93167,234,Schwandorf
93485,234,Schwandorf
93426,234,Schwandorf
92444,234,Schwandorf
93486,234,Schwandorf
93488,234,Schwandorf
93489,234,Schwandorf
93491,234,Schwandorf
93464,234,Schwandorf
93455,234,Schwandorf
93492,234,Schwandorf
93199,234,Schwandorf
93494,234,Schwandorf
93192,234,Schwandorf
93194,234,Schwandorf
93449,234,Schwandorf
93495,234,Schwandorf
93497,234,Schwandorf
93499,234,Schwandorf
93470,234,Schwandorf
93179,234,Schwandorf
93086,234,Schwandorf
92540,234,Schwandorf
92439,234,Schwandorf
92436,234,Schwandorf
93133,234,Schwandorf
92542,234,Schwandorf
92269,234,Schwandorf
92723,234,Schwandorf
92543,234,Schwandorf
93142,234,Schwandorf
92507,234,Schwandorf
92445,234,Schwandorf
92431,234,Schwandorf
92545,234,Schwandorf
93149,234,Schwandorf
92533,234,Schwandorf
92526,234,Schwandorf
92536,234,Schwandorf
92546,234,Schwandorf
92539,234,Schwandorf
92421,234,Schwandorf
92548,234,Schwandorf
92521,234,Schwandorf
92447,234,Schwandorf
92549,234,Schwandorf
92440,234,Schwandorf
92551,234,Schwandorf
93158,234,Schwandorf
92552,234,Schwandorf
92554,234,Schwandorf
92555,234,Schwandorf
92442,234,Schwandorf
92557,234,Schwandorf
92559,234,Schwandorf
0,234,Schwandorf
92637,235,Weiden
92665,235,Weiden
92676,235,Weiden
92693,235,Weiden
92694,235,Weiden
92685,235,Weiden
92696,235,Weiden
92697,235,Weiden
92655,235,Weiden
92699,235,Weiden
92665,235,Weiden
91281,235,Weiden
92702,235,Weiden
92705,235,Weiden
92706,235,Weiden
92708,235,Weiden
92709,235,Weiden
92660,235,Weiden
95514,235,Weiden
92711,235,Weiden
92712,235,Weiden
92714,235,Weiden
92724,235,Weiden
92690,235,Weiden
92660,235,Weiden
92718,235,Weiden
95519,235,Weiden
92720,235,Weiden
92676,235,Weiden
92721,235,Weiden
92723,235,Weiden
92637,235,Weiden
92648,235,Weiden
95519,235,Weiden
92726,235,Weiden
92727,235,Weiden
92729,235,Weiden
92670,235,Weiden
92699,235,Weiden
0,235,Weiden
0,235,Weiden
0,235,Weiden
95671,235,Weiden
95682,235,Weiden
95683,235,Weiden
92677,235,Weiden
95685,235,Weiden
95688,235,Weiden
95689,235,Weiden
95505,235,Weiden
95506,235,Weiden
95478,235,Weiden
95692,235,Weiden
92703,235,Weiden
95508,235,Weiden
95666,235,Weiden
95695,235,Weiden
95666,235,Weiden
95698,235,Weiden
95700,235,Weiden
95701,235,Weiden
95703,235,Weiden
95704,235,Weiden
92717,235,Weiden
95643,235,Weiden
95679,235,Weiden
95652,235,Weiden
95672,235,Weiden
96031,236,Bamberg
96146,236,Bamberg
96138,236,Bamberg
96154,236,Bamberg
96155,236,Bamberg
96157,236,Bamberg
96158,236,Bamberg
96103,236,Bamberg
96114,236,Bamberg
96170,236,Bamberg
96175,236,Bamberg
96178,236,Bamberg
96170,236,Bamberg
96185,236,Bamberg
96135,236,Bamberg
96129,236,Bamberg
96194,236,Bamberg
96132,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
0,236,Bamberg
91077,236,Bamberg
91090,236,Bamberg
91330,236,Bamberg
91301,236,Bamberg
91352,236,Bamberg
91353,236,Bamberg
91336,236,Bamberg
91077,236,Bamberg
91338,236,Bamberg
91356,236,Bamberg
91077,236,Bamberg
91358,236,Bamberg
91094,236,Bamberg
91359,236,Bamberg
91077,236,Bamberg
91361,236,Bamberg
91099,236,Bamberg
91365,236,Bamberg
91369,236,Bamberg
95410,237,Bayreuth
95491,237,Bayreuth
91347,237,Bayreuth
95460,237,Bayreuth
91282,237,Bayreuth
95463,237,Bayreuth
95493,237,Bayreuth
95473,237,Bayreuth
95488,237,Bayreuth
95517,237,Bayreuth
95686,237,Bayreuth
95480,237,Bayreuth
95494,237,Bayreuth
95496,237,Bayreuth
95497,237,Bayreuth
95473,237,Bayreuth
95500,237,Bayreuth
96142,237,Bayreuth
95503,237,Bayreuth
95466,237,Bayreuth
95694,237,Bayreuth
95511,237,Bayreuth
95490,237,Bayreuth
91257,237,Bayreuth
95515,237,Bayreuth
91287,237,Bayreuth
91278,237,Bayreuth
95473,237,Bayreuth
91289,237,Bayreuth
95517,237,Bayreuth
95469,237,Bayreuth
91344,237,Bayreuth
95485,237,Bayreuth
95466,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
0,237,Bayreuth
91320,237,Bayreuth
91349,237,Bayreuth
91327,237,Bayreuth
91322,237,Bayreuth
91355,237,Bayreuth
91286,237,Bayreuth
91362,237,Bayreuth
91364,237,Bayreuth
91367,237,Bayreuth
91346,237,Bayreuth
96450,238,Coburg
96482,238,Coburg
96487,238,Coburg
96237,238,Coburg
96269,238,Coburg
96271,238,Coburg
96274,238,Coburg
96486,238,Coburg
96484,238,Coburg
96465,238,Coburg
96489,238,Coburg
96476,238,Coburg
96472,238,Coburg
96145,238,Coburg
96242,238,Coburg
96253,238,Coburg
96279,238,Coburg
96479,238,Coburg
0,238,Coburg
0,238,Coburg
0,238,Coburg
95179,238,Coburg
96317,238,Coburg
96328,238,Coburg
96337,238,Coburg
96268,238,Coburg
96365,238,Coburg
96332,238,Coburg
96358,238,Coburg
96277,238,Coburg
96361,238,Coburg
96349,238,Coburg
96342,238,Coburg
96355,238,Coburg
96358,238,Coburg
96367,238,Coburg
96364,238,Coburg
96346,238,Coburg
96369,238,Coburg
96352,238,Coburg
0,238,Coburg
0,238,Coburg
95015,239,Hof
95138,239,Hof
95180,239,Hof
95182,239,Hof
95183,239,Hof
95185,239,Hof
95233,239,Hof
95188,239,Hof
95189,239,Hof
95176,239,Hof
95191,239,Hof
95192,239,Hof
95213,239,Hof
95119,239,Hof
95145,239,Hof
95194,239,Hof
95111,239,Hof
95197,239,Hof
95120,239,Hof
95131,239,Hof
95152,239,Hof
95234,239,Hof
95236,239,Hof
95183,239,Hof
95183,239,Hof
95237,239,Hof
95239,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
95680,239,Hof
95659,239,Hof
95186,239,Hof
95691,239,Hof
95153,239,Hof
95168,239,Hof
95615,239,Hof
95697,239,Hof
95195,239,Hof
95706,239,Hof
95173,239,Hof
95100,239,Hof
95707,239,Hof
95199,239,Hof
95709,239,Hof
95163,239,Hof
95632,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
0,239,Hof
96148,240,Kulmbach
96120,240,Kulmbach
96149,240,Kulmbach
96161,240,Kulmbach
96163,240,Kulmbach
91332,240,Kulmbach
96164,240,Kulmbach
96167,240,Kulmbach
96169,240,Kulmbach
96123,240,Kulmbach
96117,240,Kulmbach
96173,240,Kulmbach
96179,240,Kulmbach
96182,240,Kulmbach
96110,240,Kulmbach
96187,240,Kulmbach
96191,240,Kulmbach
96196,240,Kulmbach
96199,240,Kulmbach
95356,240,Kulmbach
95358,240,Kulmbach
95499,240,Kulmbach
95502,240,Kulmbach
95359,240,Kulmbach
95361,240,Kulmbach
95311,240,Kulmbach
95362,240,Kulmbach
95364,240,Kulmbach
95336,240,Kulmbach
95352,240,Kulmbach
95509,240,Kulmbach
95512,240,Kulmbach
95339,240,Kulmbach
95353,240,Kulmbach
95365,240,Kulmbach
95346,240,Kulmbach
95349,240,Kulmbach
95367,240,Kulmbach
95369,240,Kulmbach
95339,240,Kulmbach
96197,240,Kulmbach
96264,240,Kulmbach
96224,240,Kulmbach
96250,240,Kulmbach
96272,240,Kulmbach
96215,240,Kulmbach
96257,240,Kulmbach
96275,240,Kulmbach
96247,240,Kulmbach
96257,240,Kulmbach
96231,240,Kulmbach
96260,240,Kulmbach
0,240,Kulmbach
0,240,Kulmbach
91522,241,Ansbach
91587,241,Ansbach
91722,241,Ansbach
91589,241,Ansbach
91572,241,Ansbach
91590,241,Ansbach
91592,241,Ansbach
91595,241,Ansbach
91596,241,Ansbach
91598,241,Ansbach
91599,241,Ansbach
91583,241,Ansbach
90599,241,Ansbach
91550,241,Ansbach
91601,241,Ansbach
91602,241,Ansbach
91725,241,Ansbach
91555,241,Ansbach
91604,241,Ansbach
91607,241,Ansbach
91726,241,Ansbach
91608,241,Ansbach
91560,241,Ansbach
91567,241,Ansbach
91610,241,Ansbach
91731,241,Ansbach
91611,241,Ansbach
91578,241,Ansbach
91586,241,Ansbach
91732,241,Ansbach
91734,241,Ansbach
91614,241,Ansbach
91564,241,Ansbach
91616,241,Ansbach
91617,241,Ansbach
91620,241,Ansbach
91737,241,Ansbach
91580,241,Ansbach
91740,241,Ansbach
91541,241,Ansbach
91622,241,Ansbach
91623,241,Ansbach
91583,241,Ansbach
91625,241,Ansbach
91626,241,Ansbach
91628,241,Ansbach
91743,241,Ansbach
91717,241,Ansbach
91746,241,Ansbach
91629,241,Ansbach
91744,241,Ansbach
91631,241,Ansbach
91632,241,Ansbach
91634,241,Ansbach
91635,241,Ansbach
91575,241,Ansbach
91749,241,Ansbach
91637,241,Ansbach
91639,241,Ansbach
0,241,Ansbach
91720,241,Ansbach
91793,241,Ansbach
91735,241,Ansbach
91790,241,Ansbach
91790,241,Ansbach
91723,241,Ansbach
91792,241,Ansbach
91796,241,Ansbach
91728,241,Ansbach
91710,241,Ansbach
91729,241,Ansbach
91719,241,Ansbach
91798,241,Ansbach
91799,241,Ansbach
91801,241,Ansbach
91802,241,Ansbach
91790,241,Ansbach
91788,241,Ansbach
91738,241,Ansbach
91785,241,Ansbach
91805,241,Ansbach
91790,241,Ansbach
91807,241,Ansbach
91741,241,Ansbach
91757,241,Ansbach
91781,241,Ansbach
91747,241,Ansbach
91051,242,Erlangen
91325,242,Erlangen
91086,242,Erlangen
91083,242,Erlangen
91088,242,Erlangen
91054,242,Erlangen
90542,242,Erlangen
91350,242,Erlangen
91091,242,Erlangen
91334,242,Erlangen
90562,242,Erlangen
91074,242,Erlangen
91093,242,Erlangen
91315,242,Erlangen
90562,242,Erlangen
91475,242,Erlangen
91080,242,Erlangen
91096,242,Erlangen
96172,242,Erlangen
91097,242,Erlangen
91341,242,Erlangen
91080,242,Erlangen
91080,242,Erlangen
91487,242,Erlangen
96193,242,Erlangen
91085,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
0,242,Erlangen
91462,242,Erlangen
91466,242,Erlangen
91486,242,Erlangen
90744,243,Fürth
90614,243,Fürth
90556,243,Fürth
90613,243,Fürth
90579,243,Fürth
90522,243,Fürth
90587,243,Fürth
90617,243,Fürth
90574,243,Fürth
90556,243,Fürth
90547,243,Fürth
90587,243,Fürth
90587,243,Fürth
91452,243,Fürth
90513,243,Fürth
91438,243,Fürth
91460,243,Fürth
91593,243,Fürth
96152,243,Fürth
91456,243,Fürth
91463,243,Fürth
91448,243,Fürth
91465,243,Fürth
91605,243,Fürth
97258,243,Fürth
91468,243,Fürth
91469,243,Fürth
97258,243,Fürth
91471,243,Fürth
97258,243,Fürth
91472,243,Fürth
91474,243,Fürth
91613,243,Fürth
91477,243,Fürth
91459,243,Fürth
91478,243,Fürth
91480,243,Fürth
91481,243,Fürth
90616,243,Fürth
91413,243,Fürth
97258,243,Fürth
91619,243,Fürth
91483,243,Fürth
91443,243,Fürth
97215,243,Fürth
91439,243,Fürth
90619,243,Fürth
97215,243,Fürth
97215,243,Fürth
91489,243,Fürth
0,243,Fürth
90403,244,Nürnberg-Nord
90403,245,Nürnberg-Süd
91126,245,Nürnberg-Süd
91236,246,Roth
90518,246,Roth
90559,246,Roth
91238,246,Roth
90537,246,Roth
91230,246,Roth
91235,246,Roth
91239,246,Roth
91217,246,Roth
91241,246,Roth
91207,246,Roth
91227,246,Roth
91284,246,Roth
91233,246,Roth
91238,246,Roth
91242,246,Roth
91224,246,Roth
91244,246,Roth
90552,246,Roth
90607,246,Roth
91220,246,Roth
90571,246,Roth
90592,246,Roth
91245,246,Roth
91235,246,Roth
91247,246,Roth
90610,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
91183,246,Roth
90580,246,Roth
91186,246,Roth
91166,246,Roth
91171,246,Roth
91180,246,Roth
91161,246,Roth
91126,246,Roth
90596,246,Roth
91126,246,Roth
91187,246,Roth
91189,246,Roth
91154,246,Roth
91174,246,Roth
91177,246,Roth
90530,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
0,246,Roth
63701,247,Aschaffenburg
63755,247,Aschaffenburg
63856,247,Aschaffenburg
63825,247,Aschaffenburg
63791,247,Aschaffenburg
63826,247,Aschaffenburg
63864,247,Aschaffenburg
63773,247,Aschaffenburg
63762,247,Aschaffenburg
63808,247,Aschaffenburg
63869,247,Aschaffenburg
63872,247,Aschaffenburg
63871,247,Aschaffenburg
63768,247,Aschaffenburg
63867,247,Aschaffenburg
63796,247,Aschaffenburg
63828,247,Aschaffenburg
63801,247,Aschaffenburg
63829,247,Aschaffenburg
63846,247,Aschaffenburg
63814,247,Aschaffenburg
63875,247,Aschaffenburg
63776,247,Aschaffenburg
63860,247,Aschaffenburg
63877,247,Aschaffenburg
63825,247,Aschaffenburg
63825,247,Aschaffenburg
63811,247,Aschaffenburg
63857,247,Aschaffenburg
63879,247,Aschaffenburg
63825,247,Aschaffenburg
63872,247,Aschaffenburg
63831,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
0,247,Aschaffenburg
97717,248,Bad Kissingen
97708,248,Bad Kissingen
97769,248,Bad Kissingen
97688,248,Bad Kissingen
97705,248,Bad Kissingen
97725,248,Bad Kissingen
97717,248,Bad Kissingen
97727,248,Bad Kissingen
97779,248,Bad Kissingen
97762,248,Bad Kissingen
97711,248,Bad Kissingen
97786,248,Bad Kissingen
97702,248,Bad Kissingen
97720,248,Bad Kissingen
97789,248,Bad Kissingen
97723,248,Bad Kissingen
97714,248,Bad Kissingen
97729,248,Bad Kissingen
97517,248,Bad Kissingen
97792,248,Bad Kissingen
97795,248,Bad Kissingen
97717,248,Bad Kissingen
97711,248,Bad Kissingen
97797,248,Bad Kissingen
97772,248,Bad Kissingen
97799,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
97633,248,Bad Kissingen
97616,248,Bad Kissingen
97654,248,Bad Kissingen
97653,248,Bad Kissingen
97650,248,Bad Kissingen
97633,248,Bad Kissingen
97633,248,Bad Kissingen
97647,248,Bad Kissingen
97640,248,Bad Kissingen
97633,248,Bad Kissingen
97618,248,Bad Kissingen
97633,248,Bad Kissingen
97618,248,Bad Kissingen
97618,248,Bad Kissingen
97631,248,Bad Kissingen
97638,248,Bad Kissingen
97618,248,Bad Kissingen
97647,248,Bad Kissingen
97656,248,Bad Kissingen
97640,248,Bad Kissingen
97642,248,Bad Kissingen
97618,248,Bad Kissingen
97633,248,Bad Kissingen
97616,248,Bad Kissingen
97657,248,Bad Kissingen
97659,248,Bad Kissingen
97647,248,Bad Kissingen
97640,248,Bad Kissingen
97618,248,Bad Kissingen
97528,248,Bad Kissingen
97633,248,Bad Kissingen
97633,248,Bad Kissingen
97618,248,Bad Kissingen
97647,248,Bad Kissingen
97618,248,Bad Kissingen
97618,248,Bad Kissingen
97724,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
0,248,Bad Kissingen
97491,248,Bad Kissingen
96151,248,Bad Kissingen
97494,248,Bad Kissingen
97496,248,Bad Kissingen
97500,248,Bad Kissingen
96106,248,Bad Kissingen
97483,248,Bad Kissingen
97503,248,Bad Kissingen
97437,248,Bad Kissingen
97461,248,Bad Kissingen
97519,248,Bad Kissingen
97514,248,Bad Kissingen
97500,248,Bad Kissingen
97478,248,Bad Kissingen
97486,248,Bad Kissingen
96126,248,Bad Kissingen
97531,248,Bad Kissingen
96176,248,Bad Kissingen
96181,248,Bad Kissingen
96184,248,Bad Kissingen
97522,248,Bad Kissingen
96188,248,Bad Kissingen
96190,248,Bad Kissingen
97531,248,Bad Kissingen
97475,248,Bad Kissingen
96126,248,Bad Kissingen
97901,249,Main-Spessart
63916,249,Main-Spessart
63927,249,Main-Spessart
97903,249,Main-Spessart
97904,249,Main-Spessart
63928,249,Main-Spessart
63820,249,Main-Spessart
63906,249,Main-Spessart
63863,249,Main-Spessart
97906,249,Main-Spessart
63920,249,Main-Spessart
63868,249,Main-Spessart
63840,249,Main-Spessart
63931,249,Main-Spessart
63924,249,Main-Spessart
63839,249,Main-Spessart
63911,249,Main-Spessart
63925,249,Main-Spessart
63849,249,Main-Spessart
63897,249,Main-Spessart
63853,249,Main-Spessart
63933,249,Main-Spessart
63930,249,Main-Spessart
63843,249,Main-Spessart
63785,249,Main-Spessart
63934,249,Main-Spessart
63924,249,Main-Spessart
63936,249,Main-Spessart
97909,249,Main-Spessart
63834,249,Main-Spessart
63937,249,Main-Spessart
63939,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
97450,249,Main-Spessart
97773,249,Main-Spessart
97834,249,Main-Spessart
97828,249,Main-Spessart
97775,249,Main-Spessart
97837,249,Main-Spessart
97828,249,Main-Spessart
97776,249,Main-Spessart
97778,249,Main-Spessart
97833,249,Main-Spessart
97737,249,Main-Spessart
97780,249,Main-Spessart
97782,249,Main-Spessart
97840,249,Main-Spessart
97907,249,Main-Spessart
97267,249,Main-Spessart
97842,249,Main-Spessart
97753,249,Main-Spessart
97783,249,Main-Spessart
97892,249,Main-Spessart
97855,249,Main-Spessart
97816,249,Main-Spessart
97828,249,Main-Spessart
97785,249,Main-Spessart
97788,249,Main-Spessart
97843,249,Main-Spessart
97845,249,Main-Spessart
97791,249,Main-Spessart
97846,249,Main-Spessart
97848,249,Main-Spessart
97282,249,Main-Spessart
97794,249,Main-Spessart
97849,249,Main-Spessart
97851,249,Main-Spessart
97892,249,Main-Spessart
97854,249,Main-Spessart
97289,249,Main-Spessart
97857,249,Main-Spessart
97859,249,Main-Spessart
97225,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
0,249,Main-Spessart
97420,250,Schweinfurt
97355,250,Schweinfurt
97320,250,Schweinfurt
97318,250,Schweinfurt
97320,250,Schweinfurt
97355,250,Schweinfurt
97337,250,Schweinfurt
96160,250,Schweinfurt
97320,250,Schweinfurt
97346,250,Schweinfurt
97318,250,Schweinfurt
97355,250,Schweinfurt
97350,250,Schweinfurt
97320,250,Schweinfurt
97340,250,Schweinfurt
97348,250,Schweinfurt
97342,250,Schweinfurt
97340,250,Schweinfurt
97334,250,Schweinfurt
97342,250,Schweinfurt
97357,250,Schweinfurt
97348,250,Schweinfurt
97355,250,Schweinfurt
97359,250,Schweinfurt
97340,250,Schweinfurt
97342,250,Schweinfurt
97334,250,Schweinfurt
97320,250,Schweinfurt
97332,250,Schweinfurt
97355,250,Schweinfurt
97353,250,Schweinfurt
97348,250,Schweinfurt
97493,250,Schweinfurt
97497,250,Schweinfurt
97456,250,Schweinfurt
97499,250,Schweinfurt
97502,250,Schweinfurt
97447,250,Schweinfurt
97505,250,Schweinfurt
97447,250,Schweinfurt
97469,250,Schweinfurt
97506,250,Schweinfurt
97508,250,Schweinfurt
97509,250,Schweinfurt
97511,250,Schweinfurt
97513,250,Schweinfurt
97464,250,Schweinfurt
97516,250,Schweinfurt
97490,250,Schweinfurt
97520,250,Schweinfurt
97451,250,Schweinfurt
97523,250,Schweinfurt
97525,250,Schweinfurt
97526,250,Schweinfurt
97488,250,Schweinfurt
97529,250,Schweinfurt
97532,250,Schweinfurt
97534,250,Schweinfurt
97535,250,Schweinfurt
97440,250,Schweinfurt
97523,250,Schweinfurt
0,250,Schweinfurt
0,250,Schweinfurt
0,250,Schweinfurt
0,250,Schweinfurt
0,250,Schweinfurt
0,250,Schweinfurt
0,250,Schweinfurt
97067,251,Würzburg
97239,251,Würzburg
97241,251,Würzburg
97243,251,Würzburg
97244,251,Würzburg
97246,251,Würzburg
